Region,Province,Product,System,Normalized_product_output_kg__minValue,Area_ha_per_1kg_product__minValue,Animals_total_live_weight_kg_per_1kg_product__minValue,Producing_animals_live_weight_kg_per_1kg_product__minValue,Animals_sold_live_weight_kg_per_1kg_product__minValue,Water_l_per_1kg_product__minValue,Electricity_kWh_per_1kg_product__minValue,Live_weight_equivalent_kg_per_1kg_product__minValue,Milk_output_l_per_1kg_product__minValue,Milk_output_kg_fpcm_per_1kg_product__minValue,Milk_sales_l_per_1kg_product__minValue,Milk_sales_kg_fpcm_per_1kg_product__minValue,Egg_output_kg_per_1kg_product__minValue,Egg_sales_kg_per_1kg_product__minValue,Cultivated_pasture_area_ha_per_1kg_product__minValue,Natural_pasture_area_ha_per_1kg_product__minValue,Linked_pasture_area_ha_per_1kg_product__minValue,Intake_assumption_kg_per_1kg_product__minValue,Pasture_feed_kg_per_1kg_product__minValue,Cultivated_pasture_feed_kg_per_1kg_product__minValue,Natural_pasture_feed_kg_per_1kg_product__minValue,Unmatched_pasture_feed_kg_per_1kg_product__minValue,Supplement_feed_kg_per_1kg_product__minValue,Common_feed_kg_per_1kg_product__minValue,Waste_feed_kg_per_1kg_product__minValue,Unallocated_feed_kg_per_1kg_product__minValue,Total_feed_kg_per_1kg_product__minValue,Vaccinated_head_per_1kg_product__minValue,Area_ha__minValue,Animals_total_head__minValue,Producing_animals_head__minValue,Animals_sold_head__minValue,Water_l_head_day__minValue,Electricity_kWh_head_day__minValue,Representative_live_weight_kg__minValue,Live_weight_equivalent_kg__minValue,Milk_output_l_day__minValue,Milk_output_kg_fpcm_day__minValue,Milk_sales_l_7d__minValue,Milk_sales_kg_fpcm_7d__minValue,Milk_yield_l_head_day__minValue,Egg_output_kg__minValue,Egg_sales_kg__minValue,Pasture_share_pct__minValue,Cultivated_pasture_area_ha__minValue,Natural_pasture_area_ha__minValue,Linked_pasture_area_ha__minValue,Cultivated_pasture_area_share_pct__minValue,Natural_pasture_area_share_pct__minValue,Cultivated_pasture_area_ha_per_head__minValue,Natural_pasture_area_ha_per_head__minValue,Cultivated_pasture_feed_share_pct__minValue,Natural_pasture_feed_share_pct__minValue,Unmatched_pasture_feed_share_pct__minValue,Supplement_share_pct__minValue,Common_feed_share_pct__minValue,Waste_feed_share_pct__minValue,Intake_assumption_kg_head_day__minValue,Pasture_feed_kg_head_day__minValue,Cultivated_pasture_feed_kg_head_day__minValue,Natural_pasture_feed_kg_head_day__minValue,Unmatched_pasture_feed_kg_head_day__minValue,Supplement_feed_kg_head_day__minValue,Common_feed_kg_head_day__minValue,Waste_feed_kg_head_day__minValue,Unallocated_feed_share_pct__minValue,Unallocated_feed_kg_head_day__minValue,Total_feed_kg_head_day__minValue,Vaccinated_head__minValue,Vaccination_share_pct__minValue,Reference_output_kg__minValue,Reference_output_kg_for_dfe__minValue,Normalization_factor_to_1kg__minValue,Normalized_product_output_kg__maxValue,Area_ha_per_1kg_product__maxValue,Animals_total_live_weight_kg_per_1kg_product__maxValue,Producing_animals_live_weight_kg_per_1kg_product__maxValue,Animals_sold_live_weight_kg_per_1kg_product__maxValue,Water_l_per_1kg_product__maxValue,Electricity_kWh_per_1kg_product__maxValue,Live_weight_equivalent_kg_per_1kg_product__maxValue,Milk_output_l_per_1kg_product__maxValue,Milk_output_kg_fpcm_per_1kg_product__maxValue,Milk_sales_l_per_1kg_product__maxValue,Milk_sales_kg_fpcm_per_1kg_product__maxValue,Egg_output_kg_per_1kg_product__maxValue,Egg_sales_kg_per_1kg_product__maxValue,Cultivated_pasture_area_ha_per_1kg_product__maxValue,Natural_pasture_area_ha_per_1kg_product__maxValue,Linked_pasture_area_ha_per_1kg_product__maxValue,Intake_assumption_kg_per_1kg_product__maxValue,Pasture_feed_kg_per_1kg_product__maxValue,Cultivated_pasture_feed_kg_per_1kg_product__maxValue,Natural_pasture_feed_kg_per_1kg_product__maxValue,Unmatched_pasture_feed_kg_per_1kg_product__maxValue,Supplement_feed_kg_per_1kg_product__maxValue,Common_feed_kg_per_1kg_product__maxValue,Waste_feed_kg_per_1kg_product__maxValue,Unallocated_feed_kg_per_1kg_product__maxValue,Total_feed_kg_per_1kg_product__maxValue,Vaccinated_head_per_1kg_product__maxValue,Area_ha__maxValue,Animals_total_head__maxValue,Producing_animals_head__maxValue,Animals_sold_head__maxValue,Water_l_head_day__maxValue,Electricity_kWh_head_day__maxValue,Representative_live_weight_kg__maxValue,Live_weight_equivalent_kg__maxValue,Milk_output_l_day__maxValue,Milk_output_kg_fpcm_day__maxValue,Milk_sales_l_7d__maxValue,Milk_sales_kg_fpcm_7d__maxValue,Milk_yield_l_head_day__maxValue,Egg_output_kg__maxValue,Egg_sales_kg__maxValue,Pasture_share_pct__maxValue,Cultivated_pasture_area_ha__maxValue,Natural_pasture_area_ha__maxValue,Linked_pasture_area_ha__maxValue,Cultivated_pasture_area_share_pct__maxValue,Natural_pasture_area_share_pct__maxValue,Cultivated_pasture_area_ha_per_head__maxValue,Natural_pasture_area_ha_per_head__maxValue,Cultivated_pasture_feed_share_pct__maxValue,Natural_pasture_feed_share_pct__maxValue,Unmatched_pasture_feed_share_pct__maxValue,Supplement_share_pct__maxValue,Common_feed_share_pct__maxValue,Waste_feed_share_pct__maxValue,Intake_assumption_kg_head_day__maxValue,Pasture_feed_kg_head_day__maxValue,Cultivated_pasture_feed_kg_head_day__maxValue,Natural_pasture_feed_kg_head_day__maxValue,Unmatched_pasture_feed_kg_head_day__maxValue,Supplement_feed_kg_head_day__maxValue,Common_feed_kg_head_day__maxValue,Waste_feed_kg_head_day__maxValue,Unallocated_feed_share_pct__maxValue,Unallocated_feed_kg_head_day__maxValue,Total_feed_kg_head_day__maxValue,Vaccinated_head__maxValue,Vaccination_share_pct__maxValue,Reference_output_kg__maxValue,Reference_output_kg_for_dfe__maxValue,Normalization_factor_to_1kg__maxValue
(unknown),ZONA NO DELIMITADA,milk,dairy,1.0,0.17230781070016987,90.62695506191267,30.52697433664427,,0.5596611961718116,0.012719572640268446,90.62695506191267,1.0175658112214756,0.9999999999999999,5.342220508912747,5.249999999999999,,,0.019079358960402668,0.0,0.019079358960402668,0.10175658112214757,0.0966687520660402,0.0966687520660402,0.0,0.0,0.005087829056107379,0.0,0.0,0.0,0.10175658112214757,0.22612573582699458,1.49,3.0,1.0,,66.0,1.5,450.0,1350.0,0.0,0.0,32.0,31.44759744,0.0,,,85.0,0.3,0.0,0.3,100.0,0.0,0.04285714285714286,0.0,85.0,0.0,0.0,2.0,,,12.0,10.2,10.2,0.0,0.0,0.24,0.0,0.0,0.0,0.0,12.0,3.0,66.66666666666667,0.0,0.0,0.008479715093512297,1.0,1.9333750413208037,457.9046150496641,152.63487168322135,,11.193223923436232,0.2543914528053689,457.9046150496641,1.0175658112214758,1.0,10.740972451782243,10.555555555555555,,,1.4151796519562674,0.0,1.4151796519562674,2.035131622442951,1.8316184601986563,1.8316184601986563,0.0,0.0,0.2035131622442951,0.0,0.0,0.0,2.035131622442951,0.726832722301054,171.0,39.0,11.0,,66.0,1.5,450.0,17550.0,120.0,117.9284904,826.0,811.74110892,15.0,,,100.0,71.0,0.0,71.0,100.00000000000001,0.0,3.476875,0.0,100.0,0.0,0.0,15.0,,,12.0,12.0,12.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,12.0,39.0,100.0,117.9284904,43043.898996,0.16959430187024593
Costa,EL ORO,milk,(unknown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,15.0,10.0,,60.0,0.6,400.0,6000.0,,,,,,,,90.0,14.0,0.0,14.0,100.0,0.0,0.35,0.0,90.0,0.0,0.0,10.0,,,10.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.58,40.0,25.0,,60.0,0.6,400.0,16000.0,,,,,,,,90.0,20.58,0.0,20.58,100.00000000000001,0.0,1.3719999999999999,0.0,90.0,0.0,0.0,10.0,,,10.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,36.0,100.0,,,
Costa,EL ORO,milk,beef,1.0,0.2543914528053689,174.43985335225295,76.31743584161067,,3.8158717920805336,0.019079358960402668,174.43985335225295,1.0175658112214756,0.9999999999999999,,,,,0.29255017072617423,0.0,0.29255017072617423,0.5087829056107378,0.5087829056107378,0.5087829056107378,0.0,0.0,0.05814661778408432,0.0,0.0,0.0,0.5087829056107378,0.4360996333806324,1.5,2.0,1.0,,60.0,0.3,400.0,800.0,14.0,13.758323879999999,,,4.666666666666667,,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,8.0,5.6,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,8.0,2.0,8.0,13.758323879999999,5021.7882162,0.06359786320134223,1.0,0.29255017072617423,279.83059808590576,87.21992667612648,,4.360996333806324,0.02180498166903162,279.83059808590576,1.0175658112214756,1.0,,,,,0.726832722301054,0.0,0.726832722301054,0.5814661778408432,0.523319560056759,0.523319560056759,0.0,0.0,0.05814661778408432,0.0,0.0,0.0,0.5814661778408432,0.5087829056107378,800.0,1160.0,600.0,,60.0,0.3,400.0,464000.0,16.0,15.72379872,,,5.333333333333333,,,100.0,800.0,15.0,800.0,100.0,100.0,19.333333333333332,0.3877784916554546,100.0,100.0,100.0,30.0,,,8.0,8.0,8.0,8.0,8.0,2.4,0.0,0.0,0.0,0.0,8.0,810.0,375.0,15.72379872,5739.186532799999,0.0726832722301054
Costa,EL ORO,milk,dairy,1.0,0.11182041881554677,65.25140764457713,22.895230752483204,,0.06105394867328854,0.0013875897425747396,65.25140764457713,1.0175658112214756,1.0,0.0,0.0,,,0.04680802731618788,0.0,0.04680802731618788,0.011100717940597917,0.00666043076435875,0.00666043076435875,0.0,0.0,0.0018785830361011857,0.0,0.0,0.0,0.011100717940597917,0.10938832470630865,0.79,1.0,1.0,,66.0,1.5,450.0,450.0,2.0,1.96547484,0.0,0.0,2.0,,,50.0,0.0,0.0,0.0,91.12914981889159,0.0,0.0,0.0,50.0,0.0,0.0,1.0,,,12.0,6.0,6.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,12.0,1.0,33.333333333333336,1.96547484,717.3983165999999,0.0009250598283831597,1.0,28.508802144388344,9615.996916042945,228.952307524832,,33.57967177030869,0.7631743584161067,9615.996916042945,1.0175658112214758,1.0,7.795746865090536,7.661172161172162,,,13.567544149619676,0.0,13.567544149619676,6.105394867328854,6.105394867328854,6.105394867328854,0.0,0.0,0.3052697433664427,0.0,0.0,0.0,6.105394867328854,20.35131622442951,580.0,339.0,105.0,,66.0,1.5,450.0,152550.0,1100.0,1081.011162,4183.0,4110.79062786,20.0,,,100.0,293.94,0.608398231983,293.94,100.00000000000001,8.87085018110841,2.7674999999999996,0.20279941066100002,100.0,8.42730767205299,95.0,50.0,,,12.0,12.0,12.0,1.011276920646359,11.4,6.0,0.0,0.0,0.0,0.0,12.0,339.0,157.14285714285714,1081.011162,394569.07413,0.5087829056107378
Costa,EL ORO,milk,dual-purpose,1.0,0.11574811102644285,95.39679480201333,20.351316224429514,,0.05087829056107379,0.0005087829056107378,95.39679480201333,1.0175658112214756,0.9999999999999999,0.0,0.0,,,0.0,0.0,0.0,0.008479715093512297,0.007631743584161068,0.0,0.0,0.0,0.0007827429317088275,0.0,0.0,0.0,0.008479715093512297,0.16959430187024593,0.68,2.0,1.0,,60.0,0.6,400.0,800.0,0.0,0.0,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,10.0,5.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10.0,1.0,23.076923076923077,0.0,0.0,0.0008479715093512298,1.0,10.175658112214755,2645.6711091758366,407.02632448859026,,30.52697433664427,0.3052697433664427,2645.6711091758366,1.0175658112214758,1.0,7.1229606785503305,7.000000000000002,,,6.783772074809837,0.45965954720415325,6.783772074809837,5.087829056107378,4.57904615049664,4.57904615049664,1.130628679134973,2.543914528053689,0.5087829056107378,0.0,0.0,0.0,5.087829056107378,6.614177772939591,1069.0,740.0,170.0,,60.0,0.6,400.0,296000.0,1200.0,1179.2849039999999,8400.0,8254.994328,20.0,,,100.0,519.96,7.37621823036,519.96,100.0,100.0,5.0,1.84405455759,100.0,100.0,100.0,50.0,,,10.0,10.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,740.0,166.66666666666666,1179.2849039999999,430438.98996,0.5087829056107378
Costa,ESMERALDAS,milk,(unknown),1.0,0.6614177772939592,176.37807394505577,40.70263244885903,,0.6783772074809837,0.0067837720748098376,176.37807394505577,1.0175658112214756,1.0,6.331520603155848,6.222222222222222,,,0.6614177772939592,0.0,0.6614177772939592,0.11306286791349729,0.10175658112214757,0.10175658112214757,0.0,0.0,0.010175658112214757,0.0,0.0,0.0,0.11306286791349729,0.44094518486263945,3.99,6.0,3.0,,60.0,0.6,400.0,2400.0,10.0,9.8273742,560.0,550.3329552,1.4285714285714286,,,90.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,,,10.0,9.0,9.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10.0,6.0,75.0,9.8273742,3586.991583,0.01130628679134973,1.0,3.1544540147865745,814.0526489771805,284.9184271420132,,6.1053948673288545,0.06105394867328854,814.0526489771805,1.0175658112214756,1.0,6.331520603155848,6.222222222222222,,,3.1544540147865745,0.0,3.1544540147865745,1.0175658112214756,1.007390153109261,1.007390153109261,0.0,0.0,0.050878290561073784,0.0,0.0,0.0,1.0175658112214756,1.5263487168322136,210.0,39.0,14.0,,60.0,0.6,400.0,15600.0,90.0,88.4463678,560.0,550.3329552,10.0,,,99.0,210.0,0.0,210.0,100.0,0.0,5.384615384615385,0.0,99.0,0.0,98.0,10.0,,,10.0,9.9,9.9,0.0,9.8,1.0,0.0,0.0,0.0,0.0,10.0,39.0,100.0,88.4463678,32282.924247000003,0.10175658112214757
Costa,ESMERALDAS,milk,beef,1.0,0.04489260931859451,264.5671109175837,40.70263244885903,,0.20351316224429516,0.0010175658112214756,264.5671109175837,1.0175658112214756,1.0,0.0,0.0,,,0.0,0.0,0.0,0.027135088299239354,0.02306482505435345,0.0,0.0,0.0,0.0010175658112214756,0.0,0.0,0.0,0.027135088299239354,0.13439548450094962,1.0,3.0,1.0,,60.0,0.3,400.0,1200.0,0.0,0.0,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,8.0,4.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,8.0,3.0,5.6,0.0,0.0,0.003391886037404919,1.0,21.610553915816087,10684.441017825493,508.7829056107378,,20.35131622442951,0.10175658112214755,10684.441017825493,1.0175658112214758,1.0,6.8176909351838875,6.7,,,4.522514716539892,1.2719572640268446,4.522514716539892,2.713508829923935,2.577833388427738,2.577833388427738,0.40295606124370437,1.628105297954361,0.4070263244885903,0.0,0.0,0.0,2.713508829923935,26.711102544563733,800.0,1000.0,600.0,,60.0,0.3,400.0,400000.0,300.0,294.82122599999997,1740.0,1709.9631107999999,10.0,,,100.0,800.0,100.0,800.0,100.0,100.0,9.66,2.2169352113875,100.0,100.0,100.0,50.0,,,8.0,8.0,8.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,8.0,2017.0,225.11160714285714,294.82122599999997,107609.74749,0.33918860374049187
Costa,ESMERALDAS,milk,dairy,1.0,0.10008844044801399,42.268118312276684,35.223431926897234,,0.335796717703087,0.007631743584161068,42.268118312276684,1.0175658112214756,0.9999999999999999,0.0,0.0,,,0.0,0.0,0.0,0.06105394867328855,0.058001251239624116,0.0,0.0,0.0,0.003052697433664427,0.0,0.0,0.0,0.06105394867328855,0.09392915180505929,0.5,1.0,1.0,,66.0,1.5,450.0,450.0,0.0,0.0,0.0,0.0,0.0,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,12.0,1.2,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,12.0,1.0,76.92307692307692,0.0,0.0,0.005087829056107379,1.0,14.888594501030013,1785.8279986936898,915.8092300993281,,22.386447846872464,0.5087829056107378,1785.8279986936898,1.0175658112214758,1.0,7.733500165283215,7.6000000000000005,,,14.888594501030013,3.578991410238556,14.888594501030013,4.070263244885902,3.9888579799881843,2.991643484991138,3.9888579799881843,3.022170459327783,0.3052697433664427,0.0,0.0,0.0,4.070263244885902,3.1544540147865745,489.0,250.0,100.0,,66.0,1.5,450.0,112500.0,200.0,196.547484,835.0,820.5857457,13.0,,,100.0,489.0,11.30463965,489.0,100.0,100.00000000000001,9.586206896551724,1.0551626354099999,100.0,98.0,99.0,90.0,,,12.0,12.0,12.0,11.76,11.88,10.8,0.0,0.0,0.0,0.0,12.0,250.0,131.0344827586207,196.547484,71739.83166,0.33918860374049187
Costa,ESMERALDAS,milk,dual-purpose,1.0,0.030526974336644273,53.42220508912747,21.422438130978435,,0.11519612957224253,0.0011519612957224252,53.42220508912747,1.0175658112214756,0.9999999999999999,0.0,0.0,,,0.0,0.0,0.0,0.019199354928707085,0.007827429317088274,0.0,0.0,0.0,0.0010175658112214759,0.0,0.0,0.0,0.019199354928707085,0.13355551272281868,0.95,2.0,1.0,,60.0,0.6,400.0,800.0,0.0,0.0,0.0,0.0,0.0,,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,10.0,4.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10.0,2.0,30.76923076923077,0.0,0.0,0.0019199354928707087,1.0,19.048831986066027,12455.005529350863,271.3508829923935,,15.263487168322134,0.15263487168322135,12455.005529350863,1.0175658112214758,1.0,10.175658112214755,10.0,,,19.048831986066027,0.6250709612441542,19.048831986066027,2.543914528053689,2.543914528053689,2.543914528053689,1.0175658112214756,2.543914528053689,0.2907330889204216,0.0,0.0,0.0,2.543914528053689,28.49184271420132,599.0,765.0,120.0,,60.0,0.6,400.0,306000.0,530.0,520.8508326,3115.0,3061.2270633,19.0,,,100.0,470.5,220.0,470.5,100.00000000000001,100.0,5.0,0.61428062377,100.0,100.0,100.0,60.0,,,10.0,10.0,10.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,10.0,700.0,146.71052631578948,520.8508326,190110.553899,0.2543914528053689
Costa,GUAYAS,milk,(unknown),1.0,0.03391886037404919,81.40526489771806,81.40526489771806,,1.0175658112214756,0.010175658112214757,81.40526489771806,1.0175658112214756,1.0,7.12296067855033,6.999999999999999,,,0.03391886037404919,0.0,0.03391886037404919,0.16959430187024593,0.16450647281413855,0.16450647281413855,0.0,0.0,0.005087829056107379,0.0,0.0,0.0,0.16959430187024593,0.20351316224429514,1.5,4.0,1.0,,60.0,0.6,400.0,1600.0,3.0,2.94821226,84.0,82.54994328,1.3333333333333333,,,50.0,0.0,0.0,0.12688324462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,10.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,10.0,5.0,83.33333333333333,2.94821226,1076.0974749,0.016959430187024595,1.0,0.8411877372764198,2950.940852542279,305.2697433664427,,20.35131622442951,0.2035131622442951,2950.940852542279,1.0175658112214756,1.0,7.12296067855033,7.000000000000001,,,0.38158717920805335,0.0,0.38158717920805335,3.3918860374049187,3.3918860374049187,3.3918860374049187,0.0,2.543914528053689,0.7631743584161067,0.0,0.0,0.0,3.3918860374049187,2.543914528053689,174.0,70.0,50.0,,60.0,0.6,400.0,28000.0,60.0,58.9642452,420.0,412.7497164,5.0,,,100.0,174.0,82.98,174.0,100.0,100.0,3.48,5.0,100.0,100.0,100.0,50.0,,,10.0,10.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,70.0,100.0,58.9642452,21521.949498,0.33918860374049187
