count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Seed_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Irrig_lake_m3,Irrig_river_m3,Irrig_well_m3,Irrigation_source,Source_module,Output_basis,Yield_data_status,Yield_basis_note,crop_type_dfe,N_min,P_min,K_min,N_orga,P_orga,K_orga,N_tot,P_tot,K_tot,kgNH3N_ha,kgNOxN_ha,kgNO3N_ha,kgN2ON_ha_direct,kgN2ON_ha_indirect,kgN2ON_ha,kgCO2urea_ha,kgCO2limestone_ha,kgCO2_fert_ha,soil_erosion_tha,kgP_ha_erosion,kgP_ha_runoff,kgP_ha_leaching,kgP_ha_drainage,kgP_total,Cd_kg_ha,Cu_kg_ha,Zn_kg_ha,Pb_kg_ha,Ni_kg_ha,Cr_kg_ha,Hg_kg_ha,trace_metals_from_organic,SOC_mean_rate_kgChayr,SOC_mean_rate_kgChayr__minValue,SOC_mean_rate_kgChayr__maxValue,SOC_source
15,(all regions confounded),(all provinces confounded),ACELGA,transitory,2024-08-01,2024-12-01,4.0,0.01,2272.7272727272702,7500.0,goteo,ATADO,HOJA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,371.355,0.0,0.0,0.0,0.0,0.0,9071.8474,,,,0.0,0.0,4535.9237,4535.9237,0.0,0.0,7500.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,0.0,0.0,0.0,72.57477920000001,28.559710049531123,84.48110628058006,72.57477920000001,28.559710049531123,84.48110628058006,5.367716051725177,3.886321477704588,22.498181552,0.362873896,0.371582869504,0.734456765504,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1871783477936207,0.0735,0.4409999999999999,1.7212960121936205,0.0021513205720545,0.4853438359000001,1.63388734393885,0.044726657080798,0.05567483467854,0.0910585548794075,0.0004967063247685,True,0.0,0.0,0.0,
16,(all regions confounded),(all provinces confounded),AJI,transitory,2024-07-01,2024-12-01,5.0,0.875,6806.81818181818,10434.782608695654,sin riego,SACO,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,1237.85,60.47898266666667,0.0,0.0,50.0,45.359237,0.0,1.0,0.75,,1.75,43.6363636363636,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,9.0718474,3.95895420536,32.43354052674,0.413903037625,0.1552696889692832,0.4961776838171506,9.485750437625,4.114223894329284,32.92971821055715,0.2101019246069068,0.5363744574919158,2.9405826356637497,0.0474287521881249,0.0379529807826399,0.0853817329707649,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1768294692471939,0.0735,0.4409999999999999,1.7109471336471938,9.726290471436e-06,0.002344392164345,0.008888398769839,0.0001684384421713,0.0002402842077143,0.0003798707958905,3.1978942473555e-06,True,0.0,0.0,0.0,
3,(all regions confounded),(all provinces confounded),AJONJOLI,transitory,2024-02-01,2024-06-01,4.0,1.0,545.454545454546,,aspersi?n,QUINTAL,GRANO SECO,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,371.355,50.06265664160401,100.0,0.0,0.0,150.0,0.0,3.0037593984962405,1.0025062656641603,,4.010025062656641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,oilseed,41.5093984962406,3.2771015037593987,6.233551691729322,0.0,0.0,0.0,41.5093984962406,3.2771015037593987,6.233551691729322,0.8212756578947368,2.352834929347826,12.867913533834583,0.207546992481203,0.1639621240601503,0.3715091165413533,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1764337319078947,0.0735,0.4409999999999999,1.7105513963078949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
17,(all regions confounded),(all provinces confounded),ALFALFA,transitory,2024-05-01,2024-11-01,6.0,0.09,10101.0101010101,10434.782608695654,surcos,SACO,REPOLLO,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,251.9957611111111,0.0,0.0,0.0,0.0,697.8344153846153,5.192307692307692,4.545454545454546,3.939393939393939,5.555555555555555,222.1074380165288,697.8344153846153,0.0,0.0,0.0,10434.782608695654,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,grass,37.79936416666666,16.495642522333334,31.37725219475,22.070103752812503,7.828937867327606,27.30761605973369,59.86946791947916,24.32458038966094,58.68486825448369,2.380202375883506,3.3243792683905315,18.55953505503854,0.2993473395973958,0.2623064196727333,0.5616537592701292,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1890671642374324,0.0735,0.4409999999999999,1.7231848286374325,0.0003681369849681,0.0999405738725625,0.4485078830275312,0.0038540779795113,0.0082417166638537,0.0120032022658865,0.0001921247182181,True,0.0,0.0,0.0,
39,(all regions confounded),(all provinces confounded),APIO,transitory,2024-08-01,2024-12-01,4.0,0.1,6060.606060606055,10434.782608695654,surcos,CARGA,HOJA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,1732.99,174.45860384615384,0.0,0.0,0.0,0.0,9071.8474,1.854395604395604,,3.489172076923077,1.3888888888888888,0.0,4535.9237,4535.9237,0.0,0.0,10434.782608695654,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,26.16879057692308,11.42006020776923,21.72271305790384,72.57477920000001,28.559710049531123,84.48110628058006,98.74356977692308,39.97977025730035,106.20381933848392,5.885473269992711,5.369620363226843,30.61050663084616,0.4937178488846154,0.4749495922828461,0.9686674411674616,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1921746241345197,0.0735,0.4409999999999999,1.726292288534519,0.0021513205720545,0.4853438359000001,1.63388734393885,0.044726657080798,0.05567483467854,0.0910585548794075,0.0004967063247685,True,0.0,0.0,0.0,
1,(all regions confounded),(all provinces confounded),ARROZ,transitory,2024-09-01,2024-11-01,2.0,1.0,2727.27272727273,,,GAVETA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,1732.99,181.436948,0.0,0.0,0.0,181.436948,0.0,10.0,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,27.2155422,11.87686261608,22.59162158022,0.0,0.0,0.0,27.2155422,11.87686261608,22.59162158022,0.5384675069982352,1.5426308409431455,8.436818081999998,0.136077711,0.1075013916899999,0.2435791026899999,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1801961273945349,0.0735,0.4409999999999999,1.7143137917945346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
19,(all regions confounded),(all provinces confounded),AVENA,transitory,2023-11-01,2024-07-01,8.0,0.81,1239.6694214875995,,sin riego,QUINTAL,GRANO SECO,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,97.198365,56.69904625,0.0,0.0,107.99818333333334,0.0,0.3749999999999999,1.0,2.3833333333333333,0.0,6.477272727272734,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,33.857430475,6.3626049729,12.102654417974998,6.590476190476192,2.337842594181953,8.154478813331616,40.4479066654762,8.700447567081953,20.25713323130661,1.1573185925646816,2.272020962477057,12.53885106629762,0.2022395333273809,0.1674800884714881,0.3697196217988691,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1798292519455529,0.0735,0.4409999999999999,1.7139469163455527,0.0001099314285714,0.0298438095238095,0.1339314285714285,0.0011508876190476,0.0024611047619047,0.0035843428571428,5.737142857142858e-05,True,0.0,0.0,0.0,
8,(all regions confounded),(all provinces confounded),AVENA FORRAJERA,transitory,2024-01-01,2024-12-01,11.0,0.2249999999999999,1790.352504638218,10434.782608695654,sin riego,QUINTAL,TUBERCULO FRESCO,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,217.09094284909912,0.0,0.0,0.0,127.83174375000002,0.0,2.8061224489795915,,,0.1351351351351351,53.030303030303,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,32.563641427364864,14.21077311890203,27.03107874885557,5.605105715,1.9883016805911375,6.935267570726015,38.16874714236487,16.199074799493168,33.96634631958159,1.0588414361054277,2.14592063431848,11.832311614133108,0.1908437357118243,0.1573245248988912,0.3481682606107155,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1829569772100369,0.0735,0.4409999999999999,1.7170746416100369,9.349510729349998e-05,0.0253817330469999,0.1139067639434999,0.0009788134551139,0.0020931343908199,0.0030484323214949,4.879357923e-05,True,0.0,0.0,0.0,
1,(all regions confounded),(all provinces confounded),CACAO CCN51 O RAMILLA (ALMENDRA FRESCA),transitory,2024-03-01,2024-06-01,3.0,1.5,533.3333333333334,,sin riego,KILOGRAMO,FRUTA FRESCA,,,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,2.6666666666666665,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,fruit,0.0999999999999999,0.04364,0.0830099999999999,0.0,0.0,0.0,0.0999999999999999,0.04364,0.0830099999999999,0.0019785294117647,0.0056681980818414,0.0309999999999999,0.0005,0.0003949999999999,0.000895,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1750190924999999,0.0735,0.4409999999999999,1.7091367568999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,450.0,150.0,800.0,cacao_shade_traditional
13,(all regions confounded),(all provinces confounded),CAMOTE,transitory,2024-07-01,2024-11-01,4.0,0.25,2840.909090909085,10434.782608695654,sin riego,SACO,RAIZ FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,200.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,30.0,13.092,24.903,0.0,0.0,0.0,30.0,13.092,24.903,0.5935588235294118,1.7004594245524296,9.3,0.15,0.1185,0.2684999999999999,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1807277499999999,0.0735,0.4409999999999999,1.7148454143999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
